id1 id2 length score length2 e_value identities gaps strand
SRR3124626.12250 JAO4R9M03HB61U 699 95.3 51 2e-19 55/57 0/57 Plus/Minus
SRR3124626.12191 JAO4R9M03GG52L 597 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.12177 JAO4R9M03FULBH 606 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.12029 JAO4R9M03GADNW 645 95.3 51 2e-19 57/60 0/60 Plus/Minus
SRR3124626.11969 JAO4R9M03FNJD8 754 95.3 51 2e-19 57/60 0/60 Plus/Minus
SRR3124626.11642 JAO4R9M03HNFE7 603 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.11516 JAO4R9M03FN664 755 95.3 51 2e-19 60/64 2/64 Plus/Minus
SRR3124626.11490 JAO4R9M03GJ7ML 636 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.11455 JAO4R9M03F1HJX 600 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.11312 JAO4R9M03GTGSD 598 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.11281 JAO4R9M03GVR28 603 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.11153 JAO4R9M03GHMES 598 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.11129 JAO4R9M03HMFA7 598 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.10831 JAO4R9M03FYNNT 595 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.10724 JAO4R9M03HIF1C 597 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.10638 JAO4R9M03F7SEZ 596 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.10545 JAO4R9M03FOX9W 610 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.10503 JAO4R9M03GH1CT 641 95.3 51 2e-19 57/60 0/60 Plus/Minus
SRR3124626.10436 JAO4R9M03GDITN 600 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.10261 JAO4R9M03HL4Y7 599 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.10241 JAO4R9M03GF7UB 605 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.9976 JAO4R9M03F0BCC 597 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.9906 JAO4R9M03GNUN6 594 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.9767 JAO4R9M03G3GIP 623 95.3 51 2e-19 57/60 0/60 Plus/Minus
SRR3124626.9745 JAO4R9M03F5POF 607 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.9676 JAO4R9M03HCUHJ 594 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.9623 JAO4R9M03FPOZH 599 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.9587 JAO4R9M03G81VI 597 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.9522 JAO4R9M03F89QQ 598 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.9340 JAO4R9M03GBAQ9 594 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.9339 JAO4R9M03F4EVU 613 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.9261 JAO4R9M03FOSPI 599 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.9050 JAO4R9M03HLDLZ 618 95.3 51 2e-19 61/65 3/65 Plus/Minus
SRR3124626.9034 JAO4R9M03HKMX9 599 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.8998 JAO4R9M03HGJ3Z 595 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.8980 JAO4R9M03GOXSK 607 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.8930 JAO4R9M03HHBIX 600 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.8894 JAO4R9M03FR9YP 605 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.8631 JAO4R9M03GI20Y 572 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.8602 JAO4R9M03GSSGU 597 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.8540 JAO4R9M03GP9IT 606 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.8457 JAO4R9M03F524W 601 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR3124626.8403 JAO4R9M03HH85I 598 95.3 51 2e-19 56/58 2/58 Plus/Minus
SRR6318873.803 803 366 102 55 2e-23 60/62 2/62 Plus/Plus
SRR6318873.793 793 366 102 55 2e-23 60/62 2/62 Plus/Plus
SRR6318873.714 714 363 102 55 2e-23 60/62 2/62 Plus/Plus
SRR6318873.661 661 363 102 55 2e-23 60/62 2/62 Plus/Minus
SRR6318873.626 626 366 102 55 2e-23 60/62 2/62 Plus/Minus
SRR6318873.606 606 366 102 55 2e-23 60/62 2/62 Plus/Minus
SRR6318873.598 598 362 102 55 2e-23 60/62 2/62 Plus/Plus
SRR6318873.580 580 365 102 55 2e-23 60/62 2/62 Plus/Plus
SRR6318873.539 539 365 102 55 2e-23 60/62 2/62 Plus/Minus
SRR6318873.477 477 366 102 55 2e-23 60/62 2/62 Plus/Plus
SRR6318873.456 456 364 102 55 2e-23 60/62 2/62 Plus/Minus
SRR6318873.450 450 365 102 55 2e-23 60/62 2/62 Plus/Minus
SRR6318873.426 426 365 102 55 2e-23 60/62 2/62 Plus/Plus
SRR6318873.400 400 365 102 55 2e-23 60/62 2/62 Plus/Minus
SRR6318873.362 362 366 102 55 2e-23 60/62 2/62 Plus/Plus
SRR6318873.360 360 365 102 55 2e-23 60/62 2/62 Plus/Plus
SRR6318873.150 150 728 102 55 2e-23 60/62 2/62 Plus/Plus
SRR6318873.64 64 362 102 55 2e-23 60/62 2/62 Plus/Minus
SRR6318873.112 112 327 100 54 8e-23 61/64 2/64 Plus/Plus
SRR6318873.566 566 341 99.0 53 3e-22 65/70 4/70 Plus/Minus
SRR6318873.415 415 372 99.0 53 3e-22 58/60 2/60 Plus/Minus
SRR6318873.391 391 682 80.5 43 1e-16 53/58 0/58 Plus/Minus
SRR6318873.291 291 345 99.0 53 3e-22 58/60 2/60 Plus/Plus
SRR6318873.222 222 486 99.0 53 3e-22 58/60 2/60 Plus/Plus
SRR6318873.172 172 487 99.0 53 3e-22 58/60 2/60 Plus/Plus
SRR6318873.156 156 484 99.0 53 3e-22 58/60 2/60 Plus/Minus
SRR6318873.86 86 370 99.0 53 3e-22 58/60 2/60 Plus/Minus
SRR6318873.13 13 425 99.0 53 3e-22 58/60 2/60 Plus/Plus
SRR6318873.792 792 355 97.1 52 1e-21 57/59 2/59 Plus/Minus
SRR6318873.632 632 365 97.1 52 1e-21 59/62 2/62 Plus/Plus
SRR6318873.36 36 298 97.1 52 1e-21 60/64 0/64 Plus/Plus
SRR6318873.749 749 300 95.3 51 4e-21 59/63 0/63 Plus/Minus
SRR6318873.716 716 378 95.3 51 4e-21 56/58 2/58 Plus/Minus
SRR6318873.713 713 365 95.3 51 4e-21 56/58 2/58 Plus/Plus
SRR6318873.711 711 367 95.3 51 4e-21 56/58 2/58 Plus/Minus
SRR6318873.553 553 376 95.3 51 4e-21 56/58 2/58 Plus/Minus
SRR6318873.521 521 299 95.3 51 4e-21 59/63 0/63 Plus/Plus
SRR6318873.449 449 365 95.3 51 4e-21 56/58 2/58 Plus/Minus
SRR6318873.416 416 297 95.3 51 4e-21 59/63 0/63 Plus/Plus
SRR6318873.384 384 374 95.3 51 4e-21 56/58 2/58 Plus/Plus
SRR6318873.332 332 378 95.3 51 4e-21 55/57 0/57 Plus/Plus
SRR6318873.305 305 297 95.3 51 4e-21 59/63 0/63 Plus/Minus
SRR6318873.239 239 310 95.3 51 4e-21 56/58 2/58 Plus/Minus
SRR6318873.238 238 378 95.3 51 4e-21 56/58 2/58 Plus/Plus
SRR6318873.232 232 376 95.3 51 4e-21 56/58 2/58 Plus/Plus
SRR6318873.230 230 377 95.3 51 4e-21 56/58 2/58 Plus/Plus
SRR6318873.7 7 297 95.3 51 4e-21 59/63 0/63 Plus/Minus
SRR6318873.772 772 319 93.5 50 1e-20 56/59 0/59 Plus/Plus
SRR6318873.733 733 308 93.5 50 1e-20 55/57 2/57 Plus/Minus
SRR6318873.627 627 319 93.5 50 1e-20 56/59 0/59 Plus/Minus
SRR6318873.599 599 297 93.5 50 1e-20 56/59 0/59 Plus/Plus
SRR6318873.590 590 330 93.5 50 1e-20 55/57 2/57 Plus/Plus
SRR6318873.535 535 317 93.5 50 1e-20 56/59 0/59 Plus/Minus
SRR6318873.429 429 319 93.5 50 1e-20 56/59 0/59 Plus/Minus
SRR6318873.382 382 319 93.5 50 1e-20 56/59 0/59 Plus/Minus
SRR6318873.375 375 319 93.5 50 1e-20 56/59 0/59 Plus/Plus
SRR6318873.312 312 319 93.5 50 1e-20 56/59 0/59 Plus/Plus
SRR6318873.298 298 292 93.5 50 1e-20 56/59 0/59 Plus/Minus
SRR6318873.279 279 318 93.5 50 1e-20 56/59 0/59 Plus/Minus
SRR6318873.153 153 318 93.5 50 1e-20 56/59 0/59 Plus/Minus
SRR6318873.109 109 317 93.5 50 1e-20 56/59 0/59 Plus/Plus
SRR6318873.89 89 319 93.5 50 1e-20 56/59 0/59 Plus/Minus
SRR6318873.70 70 327 93.5 50 1e-20 55/57 2/57 Plus/Minus
SRR6318873.43 43 324 93.5 50 1e-20 58/62 0/62 Plus/Minus
SRR6318873.806 806 312 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.791 791 305 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.788 788 294 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.786 786 312 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.781 781 295 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.779 779 293 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.769 769 298 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.761 761 296 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.747 747 292 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.746 746 296 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.745 745 289 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.738 738 365 91.6 49 5e-20 58/62 2/62 Plus/Minus
SRR6318873.737 737 289 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.731 731 295 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.729 729 293 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.719 719 312 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.709 709 300 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.705 705 298 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.698 698 295 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.692 692 297 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.688 688 295 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.684 684 297 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.683 683 291 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.674 674 361 91.6 49 5e-20 58/62 2/62 Plus/Minus
SRR6318873.664 664 294 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.658 658 293 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.655 655 297 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.654 654 294 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.648 648 298 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.642 642 296 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.640 640 295 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.639 639 297 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.618 618 297 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.615 615 296 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.612 612 308 91.6 49 5e-20 59/64 0/64 Plus/Plus
SRR6318873.605 605 308 91.6 49 5e-20 59/64 0/64 Plus/Minus
SRR6318873.600 600 294 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.578 578 297 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.574 574 297 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.573 573 291 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.570 570 296 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.560 560 310 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.555 555 297 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.545 545 295 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.542 542 293 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.534 534 295 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.533 533 892 76.8 41 1e-15 55/62 0/62 Plus/Minus
SRR6318873.529 529 294 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.519 519 297 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.517 517 297 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.514 514 676 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.513 513 297 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.511 511 298 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.486 486 295 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.485 485 300 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.482 482 297 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.460 460 296 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.459 459 297 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.448 448 298 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.446 446 297 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.444 444 293 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.440 440 308 91.6 49 5e-20 59/64 0/64 Plus/Minus
SRR6318873.431 431 296 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.430 430 294 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.428 428 298 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.422 422 299 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.418 418 295 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.417 417 295 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.414 414 295 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.406 406 293 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.378 378 293 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.371 371 308 91.6 49 5e-20 59/64 0/64 Plus/Plus
SRR6318873.367 367 301 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.364 364 294 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.354 354 295 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.353 353 295 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.345 345 293 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.342 342 294 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.341 341 294 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.339 339 297 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.336 336 296 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.328 328 300 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.327 327 302 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.321 321 291 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.317 317 295 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.316 316 570 80.5 43 1e-16 53/58 0/58 Plus/Minus
SRR6318873.310 310 292 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.306 306 292 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.297 297 295 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.287 287 295 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.277 277 295 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.274 274 295 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.273 273 298 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.271 271 295 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.267 267 312 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.261 261 294 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.258 258 356 91.6 49 5e-20 60/65 2/65 Plus/Minus
SRR6318873.257 257 294 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.256 256 294 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.251 251 295 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.248 248 363 91.6 49 5e-20 58/62 2/62 Plus/Minus
SRR6318873.236 236 298 91.6 49 5e-20 59/64 0/64 Plus/Minus
SRR6318873.228 228 295 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.223 223 293 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.214 214 300 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.203 203 292 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.202 202 296 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.200 200 295 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.199 199 293 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.197 197 296 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.196 196 295 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.195 195 299 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.189 189 297 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.182 182 297 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.181 181 295 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.179 179 295 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.176 176 298 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.165 165 297 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.161 161 308 91.6 49 5e-20 59/64 0/64 Plus/Minus
SRR6318873.152 152 298 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.149 149 294 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.148 148 295 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.145 145 305 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.131 131 297 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.130 130 294 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.126 126 296 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.118 118 297 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.114 114 299 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.103 103 297 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.90 90 305 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.84 84 302 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.76 76 594 86.1 46 2e-18 57/62 1/62 Plus/Minus
SRR6318873.65 65 297 91.6 49 5e-20 59/64 0/64 Plus/Minus
SRR6318873.60 60 302 91.6 49 5e-20 55/58 0/58 Plus/Minus
SRR6318873.56 56 297 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.54 54 289 91.6 49 5e-20 59/64 0/64 Plus/Minus
SRR6318873.52 52 296 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.47 47 312 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.42 42 292 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.38 38 293 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.30 30 299 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.27 27 295 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.21 21 296 91.6 49 5e-20 55/58 0/58 Plus/Plus
SRR6318873.784 784 376 89.8 48 2e-19 55/58 2/58 Plus/Minus
SRR6318873.389 389 378 89.8 48 2e-19 55/58 2/58 Plus/Minus
SRR6318873.300 300 293 89.8 48 2e-19 55/58 1/58 Plus/Minus
SRR6318873.259 259 365 89.8 48 2e-19 55/58 2/58 Plus/Plus
SRR6318873.255 255 552 89.8 48 2e-19 55/58 1/58 Plus/Minus
SRR6318873.116 116 376 89.8 48 2e-19 55/58 2/58 Plus/Minus
SRR6318873.3 3 638 80.5 43 1e-16 53/58 0/58 Plus/Minus
SRR6318873.804 804 292 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR6318873.801 801 292 87.9 47 6e-19 57/62 0/62 Plus/Plus
SRR6318873.794 794 295 87.9 47 6e-19 54/57 1/57 Plus/Plus
SRR6318873.777 777 292 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR6318873.768 768 302 87.9 47 6e-19 55/59 0/59 Plus/Minus
SRR6318873.757 757 319 87.9 47 6e-19 55/59 0/59 Plus/Minus
SRR6318873.754 754 291 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR6318873.732 732 292 87.9 47 6e-19 57/62 0/62 Plus/Plus
SRR6318873.726 726 292 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR6318873.712 712 370 87.9 47 6e-19 56/60 2/60 Plus/Plus
SRR6318873.708 708 292 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR6318873.694 694 292 87.9 47 6e-19 57/62 0/62 Plus/Plus
SRR6318873.681 681 292 87.9 47 6e-19 57/62 0/62 Plus/Plus
SRR6318873.679 679 292 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR6318873.662 662 292 87.9 47 6e-19 57/62 0/62 Plus/Plus
SRR6318873.659 659 292 87.9 47 6e-19 57/62 0/62 Plus/Plus
SRR6318873.649 649 292 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR6318873.646 646 292 87.9 47 6e-19 57/62 0/62 Plus/Plus
SRR6318873.637 637 292 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR6318873.621 621 292 87.9 47 6e-19 57/62 0/62 Plus/Plus
SRR6318873.609 609 319 87.9 47 6e-19 55/59 0/59 Plus/Minus
SRR6318873.608 608 292 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR6318873.603 603 292 87.9 47 6e-19 57/62 0/62 Plus/Plus
SRR6318873.601 601 292 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR6318873.595 595 292 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR6318873.589 589 292 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR6318873.586 586 291 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR6318873.581 581 292 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR6318873.576 576 292 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR6318873.568 568 292 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR6318873.558 558 292 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR6318873.554 554 292 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR6318873.552 552 292 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR6318873.549 549 292 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR6318873.543 543 292 87.9 47 6e-19 57/62 0/62 Plus/Plus
SRR6318873.540 540 292 87.9 47 6e-19 57/62 0/62 Plus/Minus
SRR7365088.34118 34118 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.34043 34043 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.33329 33329 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.33153 33153 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.33136 33136 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.32971 32971 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.31924 31924 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.31844 31844 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.31797 31797 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.31317 31317 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.30962 30962 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.30497 30497 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.30174 30174 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.28689 28689 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.27299 27299 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.26924 26924 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.26559 26559 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.25255 25255 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.24606 24606 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.24322 24322 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.24113 24113 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.23323 23323 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.22770 22770 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.21695 21695 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.21378 21378 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.20352 20352 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.19818 19818 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.19309 19309 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.19266 19266 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.18836 18836 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.18069 18069 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.17753 17753 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.16445 16445 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.14978 14978 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.14521 14521 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.13301 13301 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.12941 12941 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.12865 12865 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.12634 12634 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.12626 12626 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.12292 12292 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.11315 11315 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365088.10695 10695 602 106 57 1e-22 69/74 4/74 Plus/Plus
